# fbus,tbus,r,x,b,rateA,rateB,rateC,tap,shift,status,angmin,angmax
1.700000000000000000e+01,1.800000000000000000e+01,7.319999999999999840e-01,5.739999999999999547e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.000000000000000000e+00,1.900000000000000000e+01,1.640000000000000069e-01,1.565000000000000002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
1.900000000000000000e+01,2.000000000000000000e+01,1.504199999999999982e+00,1.355399999999999938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.000000000000000000e+01,2.100000000000000000e+01,4.094999999999999751e-01,4.783999999999999919e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.100000000000000000e+01,2.200000000000000000e+01,7.088999999999999746e-01,9.373000000000000220e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
3.000000000000000000e+00,2.300000000000000000e+01,4.511999999999999900e-01,3.083000000000000185e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.300000000000000000e+01,2.400000000000000000e+01,8.980000000000000204e-01,7.090999999999999526e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.400000000000000000e+01,2.500000000000000000e+01,8.960000000000000187e-01,7.010999999999999455e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
6.000000000000000000e+00,2.600000000000000000e+01,2.030000000000000138e-01,1.034000000000000058e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.600000000000000000e+01,2.700000000000000000e+01,2.842000000000000082e-01,1.446999999999999953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.700000000000000000e+01,2.800000000000000000e+01,1.058999999999999941e+00,9.336999999999999744e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.800000000000000000e+01,2.900000000000000000e+01,8.042000000000000259e-01,7.006000000000000005e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
2.900000000000000000e+01,3.000000000000000000e+01,5.074999999999999512e-01,2.585000000000000075e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
3.000000000000000000e+01,3.100000000000000000e+01,9.744000000000000439e-01,9.629999999999999671e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
3.100000000000000000e+01,3.200000000000000000e+01,3.104999999999999982e-01,3.618999999999999995e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
3.200000000000000000e+01,3.300000000000000000e+01,3.410000000000000253e-01,5.302000000000000046e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.600000000000000000e+02,3.600000000000000000e+02
